,서비스번호,서비스명,판매자,서비스가격,평점,대분류,판매수,value_nouns,소분류,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원,소분류_AI 및 머신러닝,소분류_IoT 및 임베디드 시스템,소분류_SEO 및 마케팅,소분류_게임 개발,소분류_관리 시스템,소분류_기타,소분류_기획 및 문서화,소분류_데이터 분석 및 시각화,소분류_데이터 수집 및 자동화,소분류_데이터베이스 관리,소분류_디자인 및 퍼블리싱,소분류_보안 및 취약점 관리,소분류_블록체인 및 암호화폐,소분류_서버 관리,소분류_앱 개발,소분류_웹사이트 개발,소분류_유지보수,소분류_자동화 및 스크립팅,소분류_전자상거래 및 CMS,소분류_제어 및 센서 시스템,소분류_하드웨어 및 IT지원
2135,5187.0,웹 사이트 간단한 소스 수정해 드립니다.,initialize,5000.0,5.0,홈페이지,2,"[""'웹 사이트'"", ""'소스'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2141,5193.0,쉘 스크립트를 통하여 모니터링 및 화 구현 해 드립니다.,꾸몽,10000.0,5.0,기타,33,"[""'쉘 스크립트'"", ""'모니터링'"", ""'화 구현'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2147,5200.0,SEO 튜닝 완전 뽀개기 해 드립니다.,SEO튜닝마스터,450000.0,5.0,기타,46,"[""'SEO'"", ""'튜닝'"", ""'뽀개기'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2150,5203.0,RestApi Swagger 제작해 드립니다.,디데카,300000.0,5.0,프로그래밍,2,"['주요 명사: RestApi', 'Swagger']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2152,5205.0,깃허브GitHub로 취업 포트폴리오 도와 드립니다.,흐,55000.0,3.7,기타,3,"[""'깃허브'"", ""'취업'"", ""'포트폴리오'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2187,5241.0,Mac 부트캠프 BootCamp 설치를 원격으로 지원해 드립니다.,부트캠프마스터,50000.0,5.0,프로그래밍,85,"['주요 명사: Mac', '부트캠프', 'BootCamp', '설치', '지원']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,5245.0,C++ 프로젝트 컴파일 오류 수정해 드립니다.,진코딩머신,50000.0,5.0,프로그래밍,12,"[""'C++'"", ""'프로젝트'"", ""'컴파일'"", ""'오류'"", ""'수정'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2196,5250.0,유니티를 프레임워크로 만들어 드립니다.,덕이더기,1100000.0,5.0,디자인,6,"[""'유니티'"", ""'프레임워크'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2200,5254.0,PDF 파일 변환해 드립니다.,1인개발자,5000.0,5.0,기타,7,"['주요 명사: PDF', '파일']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2216,5277.0,쿠팡 카테고리별 상품리스트 1000개 뽑아드립니다,socialmarketing,5000.0,0.0,기타,1,"['쿠팡', '카테고리', '상품리스트', '개']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2217,5280.0,젭스크립트를 활용한 ZEP 메타버스 맵 제작,메타엑스컴퍼니,550000.0,0.0,프로그래밍,1,"[""'젭스크립트'"", ""'ZEP'"", ""'메타버스'"", ""'맵'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2224,5292.0,VR AR 메타버스 언리얼엔진 유니티 콘텐츠 제작,마스터MASTER,500000.0,0.0,UnReal,74,"['VR', 'AR', '메타버스', '언리얼엔진', '유니티', '콘텐츠', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2243,5314.0,브랜드의 첫인상인 랜딩페이지를 제작해 드립니다.,퍼디너스,190000.0,0.0,프로그래밍,1,"['브랜드', '첫인상', '랜딩페이지', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2245,5316.0,브랜드의 첫인상인 랜딩페이지를 제작해 드립니다.,퍼디너스,190000.0,0.0,프로그래밍,8,"['브랜드', '첫인상', '랜딩페이지', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2267,5354.0,엑셀 파일 저장 도우미 Save Manager,겨울나무,20000.0,0.0,데이터,7,"[""'엑셀'"", ""'파일'"", ""'저장'"", ""'도우미'"", ""'Save Manager'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2268,5355.0,파일매니저 V2.0 북마크기능 외,겨울나무,300000.0,0.0,기타,23,"['파일매니저', 'V2.0', '북마크기능']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2269,5356.0,정부작업도 진행한 vue react 프론트엔드작업을 드립니다.,DevelopersUFO,500000.0,0.0,기타,1,"['주요 명사: 정부', '작업', 'vue', 'react', '프론트엔드']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2277,5368.0,LED 커스텀 보드 제작해 드립니다.,이즈Circuit,275000.0,0.0,프로그래밍,1,"['주요 명사: LED', '커스텀', '보드', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2294,5428.0,파일명과 파일 확장자 이름을 원하시는대로 한방에 변경해 드립니다.,디자인20,6000.0,0.0,기타,17,"['파일명', '파일 확장자 이름']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2302,5451.0,React Native 배포,프리덤,150000.0,0.0,기타,16,"['주요 명사: ""React Native""', '""배포""']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2317,5478.0,카페 24 페이 작업 도와 드립니다.,kbs,80000.0,0.0,기타,94,"[""'카페'"", ""'페이'"", ""'작업'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2337,5641.0,판매처 많은 셀러님 발주 노가다 작업 한방에 해 드려요,타고난용기,11000.0,0.0,기타,106,"['주요 명사: 판매처', '셀러님', '발주', '노가다', '작업']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2338,5642.0,99퍼센트 정확한 파워볼 기록 엑셀 자료 드립니다.,타고난용기,11000.0,0.0,데이터,20,"['주요 명사: 퍼센트', '파워볼', '기록', '엑셀', '자료']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2339,5643.0,전력계통 모델링 PSCAD구현 드립니다.,코딩전문가분석전문가,500000.0,0.0,프로그래밍,2,"['주요 명사: 전력계통', '모델링', 'PSCAD']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2340,5644.0,티스토리 자동 포스팅 코드 판매 드립니다.,코딩전문가분석전문가,500000.0,0.0,기타,4,"['티스토리', '포스팅', '코드', '판매']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2342,5646.0,파이썬 qt desinger UI 제작,코딩전문가분석전문가,1500000.0,0.0,프로그래밍,2,"['파이썬', 'qt', 'desinger', 'UI', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2344,5648.0,성공적인 프로젝트를 위한 최적의 방안을 제안드립니다.,엘유아이,200000.0,0.0,기타,8,"[""'프로젝트'"", ""'방안'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2353,5660.0,구글 GA 구글 애널리틱스 설치 도와 드립니다.,성공메이커,29000.0,0.0,기타,5,"[""'구글'"", ""'GA'"", ""'구글 애널리틱스'"", ""'설치'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2367,5689.0,대부중개업 전용 랜딩페이지를 제작해 드립니다.,JCORPORATIONTECH,330000.0,0.0,프로그래밍,32,"['대부중개업', '랜딩페이지']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2368,5690.0,보험업 전용 랜딩페이지를 제작해드립니다.,JCORPORATIONTECH,330000.0,0.0,프로그래밍,9,"[""'보험업'"", ""'랜딩페이지'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2389,5736.0,채널톡 - 고객 DB 연동,UCGlobal,30000.0,0.0,기타,16,"[""'채널톡'"", ""'고객'"", ""'DB'"", ""'연동'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2390,5737.0,화상회의 + 다국어 실시간 자동번역/동시통역,UCGlobal,50000.0,0.0,기타,56,"['화상회의', '다국어', '실시간', '자동번역', '동시통역']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2396,5750.0,AWS 인프라와 관련된 모든 일을 해 드립니다.,southouse,5000.0,0.0,기타,1,"['주요 명사: AWS', '인프라', '일']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2401,5755.0,AB 테스트 통해 전환율 높여 드립니다.,EllieG,55000.0,0.0,기타,12,"['주요 명사: AB 테스트', '전환율']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2402,5756.0,이미지 오브젝트 분리 및 렌더링을 위한 json 파일로,누끼코리아,5000.0,0.0,기타,5,"[""'이미지'"", ""'오브젝트'"", ""'분리'"", ""'렌더링'"", ""'json 파일'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2405,5759.0,"웹 사이트 소스 수정 , 서비스 개선 해드립니다.",젤리슬,10000.0,0.0,홈페이지,1,"['웹 사이트', '소스', '서비스', '개선']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2421,5785.0,ESP32 커스텀 보드 제작,보드메이커,550000.0,0.0,프로그래밍,3,"[""'ESP32'"", ""'커스텀'"", ""'보드'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2422,5786.0,타오바오 반자동/자동 구매대행 등록 프로그렘 팝니다,RPA전문제작,200000.0,0.0,기타,2,"['주요 명사: 타오바오', '구매대행', '등록', '프로그램']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2436,5811.0,인터랙티브한 랜딩페이지 제작해 드립니다.,illyweb,49000.0,0.0,프로그래밍,2,"[""'인터랙티브'"", ""'랜딩페이지'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2441,5861.0,JSP 웹 사이트 오류 및 기능 추가 개선해 드립니다.,감잃었음,11000.0,0.0,홈페이지,12,"['주요 명사: JSP', '웹 사이트', '오류', '기능', '개선']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2446,5875.0,SAP ABAP 무엇이든 물어보세요,FIABAP,15000.0,0.0,기타,1,"[""'SAP'"", ""'ABAP'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2451,5886.0,환상적인 3D웹을 가지세요,컬러풀숨800,5000000.0,0.0,홈페이지,4,"[""'3D웹'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2452,5887.0,"ZEP, Unity를 활용한 가상공간 구축",개발자윤우,399000.0,0.0,기타,41,"['주요 명사: ZEP', 'Unity', '가상공간', '구축']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2454,5889.0,Mobile 예약사이트 제작해 드립니다.,봉봉봉님,615000.0,0.0,프로그래밍,14,"[""'예약사이트'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2456,5892.0,번개장터 게시글 자동등록 솔루션 드립니다.,똑똑마케팅,55000.0,0.0,기타,13,"['주요 명사: 번개장터', '게시글', '자동등록', '솔루션']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2460,5899.0,React로 사이트 제작해드립니다,러그포터,100000.0,0.0,프로그래밍,47,"[""'사이트'"", ""'제작'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2466,5907.0,라이브커머스 구축해 드립니다,키위캣,2990000.0,0.0,기타,2,"[""'라이브커머스'"", ""'구축'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2470,5911.0,구글 GA 전자상거래 설정해 드립니다.,디지털빛,33000.0,0.0,기타,22,"['주요 명사: 구글', 'GA', '전자상거래']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2472,5913.0,구글 쇼핑입점 및 상품등록해 드립니다.,디지털빛,110000.0,0.0,기타,1,"['구글', '쇼핑입점', '상품등록']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2473,5914.0,SNS 로그인 연동해 드립니다.,디지털빛,55000.0,0.0,기타,3,"['주요 명사: SNS', '로그인', '연동']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2477,5918.0,자동완성검색어 및 키워드 추출,산호세소프트,10000.0,0.0,기타,1,"[""'자동완성검색어'"", ""'키워드'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2496,5945.0,키움증권 낙폭과대 검색기 판매,franco657,150000.0,0.0,기타,9,"['키움증권', '낙폭과대', '검색기', '판매']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2497,5946.0,초보 투자자도 알 수 있는 대장주 검색기,franco657,150000.0,0.0,기타,9,"[""'초보 툈자자'"", ""'대장주'"", ""'검색기'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2498,5947.0,IOT DATABASE LOGGER,하면된다82,300000.0,0.0,기타,1,"[""'IOT DATABASE LOGGER' 문장에서 추출할 수 있는 주요 명사는 다음과 같습니다:\n\n1. IOT\n2. DATABASE\n3. LOGGER""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2499,5948.0,비밀번호 입력시 확인가능 ebook/이북/ 웹북 제작,피오디존,70000.0,0.0,홈페이지,109,"['비밀번호', '확인', 'ebook', '이북', '웹북', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2502,5954.0,아마존 RDS DB를 초기 구성해 드립니다.,푸카,100000.0,0.0,기타,4,"[""'아마존'"", ""'RDS'"", ""'DB'"", ""'초기'"", ""'구성'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2503,5964.0,구글 애드센스 받는 그 즉시 수익창출 서비스,마케팅기초잡기,246000.0,0.0,기타,6,"['구글', '애드센스', '수익창출', '서비스']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2505,5968.0,키워드검색및자동포스팅,마스터파이썬하이,250000.0,0.0,기타,2,"[""'키워드'"", ""'검색'"", ""'자동'"", ""'포스팅'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2506,5969.0,Qt designer,마스터파이썬하이,1500000.0,0.0,기타,18,"[""'Qt designer' 문장에서 추출할 수 있는 주요 명사는 다음과 같습니다:\n\n- Qt\n- designer""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2507,5970.0,정확하고 만족스러운 결과로 보여 드립니다.,온유한지혜,1300000.0,0.0,기타,3,"[""'결과'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2509,5977.0,MZ세대 맞춤 심리/인터렉티브 테스트 제작해드립니다.,데브디,1200000.0,0.0,프로그래밍,15,"[""'MZ세대'"", ""'심리/인터렉티브 테스트'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2513,5985.0,"신규 이더리움, 폴리곤 스마트 컨트랙트, NFT 발행",nftprime,5000.0,0.0,기타,1,"['이더리움', '폴리곤', '스마트 컨트랙트', 'NFT']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2523,6035.0,알리클라우드 서비스구축 기술지원 드립니다.,itmason1,100000.0,0.0,기타,3,"['알리클라우드', '서비스구축', '기술지원']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2533,6045.0,"CAN통신, LIN통신 솔루션을 제공해 드립니다.",에이티에스,605000.0,0.0,프로그래밍,6,"['주요 명사: CAN통신', 'LIN통신', '솔루션']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2535,6049.0,퀄리티 높은 제페토 메타버스 맵을 제작해 드립니다.,아키프리,900000.0,0.0,프로그래밍,37,"[""'퀄리티'"", ""'제페토'"", ""'메타버스'"", ""'맵'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2540,6057.0,알바 급여계산기 일 단위 드립니다.,엑셀마왕,10000.0,0.0,기타,8,"['알바', '급여계산기', '일', '단위']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2541,6058.0,OEM 상품정보 등록 카드 엑셀 템플릿,엑셀마왕,5000.0,0.0,데이터,3,"[""'OEM'"", ""'상품정보'"", ""'등록'"", ""'카드'"", ""'엑셀'"", ""'템플릿'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2543,6060.0,번개장터 매물 스크리너,Puding,9000.0,0.0,기타,9,"['번개장터', '매물', '스크리너']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2566,6111.0,C#/WPF 프로그래밍 도와드립니다.,devdotnet,50000.0,0.0,프로그래밍,2,"['주요 명사: C#', 'WPF', '프로그래밍']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2592,6157.0,"CAD도면 ---PDF,JPG파일 변환 및 버전변환",딸기젤리,5000.0,0.0,프로그래밍,10,"['주요 명사: CAD도면', 'PDF', 'JPG파일', '버전변환']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2597,6162.0,즐거움으로 가득한 이벤트 솔루션을 제작해드립니다.,시스커스,770000.0,0.0,프로그래밍,1,"[""'즐거움'"", ""'이벤트'"", ""'솔루션'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2604,6173.0,노션 1분 테마별 vod를 통해 내손처럼 다뤄보세요,누생누영,11000.0,0.0,기타,41,"[""'노션'"", ""'테마별'"", ""'vod'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2606,6175.0,"트레이딩뷰로 원하시는 로직, 전략을 스크립트로 제공",월수입5001000만원쉬워,5000.0,0.0,기타,3,"['트레이딩뷰', '로직', '전략', '스크립트']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2608,6181.0,무한분양솔루션 방판네트 하위분양몰 수당정산 전문제작해 드립니다.,분양형홈페이지쇼핑몰솔루션,990000.0,0.0,프로그래밍,2,"['주요 명사: 무한분양솔루션', '방판네트', '하위분양몰', '수당정산', '전문제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2609,6182.0,네트워크전산 방판전산 계보도 회원 수당정산솔루션 제작,분양형홈페이지쇼핑몰솔루션,3960000.0,0.0,프로그래밍,3,"['네트워크전산', '방판전산', '계보도', '회원', '수당정산솔루션', '제작']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2613,6188.0,간단한 웹 사이트 만들어드립니다.,123abc,150000.0,0.0,홈페이지,2,"[""'웹 사이트'""]",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2616,6192.0,"워닝사이트, 유해사이트 차단 해제 서비스",KTHS,5000.0,0.0,기타,3,"['워닝사이트', '유해사이트', '차단', '해제', '서비스']",기타,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
